NUMBER OF CYCLIST KILLED,ON STREET NAME,CRASHES,NUMBER OF PERSONS KILLED,NUMBER OF MOTORIST INJURED,ZIP CODE,LONGITUDE,NUMBER OF CYCLIST INJURED,NUMBER OF MOTORIST KILLED,CROSS STREET NAME,NUMBER OF PEDESTRIANS KILLED,NUMBER OF PEDESTRIANS INJURED,LATITUDE,NUMBER OF PERSONS INJURED,BOROUGH,OFF STREET NAME,YELP_BAR,YELP_DRINK,YELP_FOOD,YELP_MUSIC,YELP_SHOW,FOUR_SQUARE_DRINK,FOUR_SQUARE_FOOD
0,LAFAYETTE STREET,120,0,4,10013,-73.99819620000002,1,0,LAFAYETTE STREET,0,3,40.7210624,8,MANHATTAN,,5,7,7,3,4,0,3
1,EAST 125 STREET,120,1,8,10035,-73.93903420000002,2,0,EAST 125 STREET,0,19,40.805057299999994,29,MANHATTAN,,0,1,2,2,5,0,1316
0,FLATBUSH AVENUE,119,0,17,11210,-73.9476978,2,0,NOSTRAND AVENUE,0,9,40.6328856,28,BROOKLYN,,0,3,11,2,2,0,0
0,CROSS ISLAND PARKWAY,119,1,22,11362,-73.7454772,0,1,,0,0,40.7549013,22,QUEENS,,0,0,0,0,0,0,0
0,ROCHESTER AVENUE,119,0,56,11213,-73.9283482,1,0,ROCHESTER AVENUE,0,5,40.668647899999996,62,BROOKLYN,,0,0,0,0,0,0,0
0,EAST 14 STREET,119,0,4,10003,-73.9849394,5,0,EAST 14 STREET,0,14,40.73234779999999,23,MANHATTAN,,6,6,8,4,4,2,3259
0,WEST 41 STREET,118,0,2,10018,-73.9943762,1,0,WEST 41 STREET,0,5,40.758377100000004,8,MANHATTAN,,1,1,1,2,1,0,0
0,ATLANTIC AVENUE,118,0,7,11201,-73.9923627,2,0,ATLANTIC AVENUE,0,11,40.6896895,20,BROOKLYN,,6,9,12,3,2,0,1658
0,VAN WYCK EXPRESSWAY,118,0,20,11435,-73.81407940000003,0,0,VAN WYCK EXPRESSWAY,0,0,40.6977347,20,QUEENS,,0,0,1,0,0,0,0
0,FLATBUSH AVENUE,118,0,24,11210,-73.946481,3,0,FLATBUSH AVENUE,0,17,40.63170750000001,44,BROOKLYN,,1,1,3,0,3,0,0
0,WEST 39 STREET,118,0,3,10018,-73.994019,5,0,WEST 39 STREET,0,10,40.75652720000001,18,MANHATTAN,,14,18,20,5,4,0,144
0,22A-E,117,0,31,11368,-73.8508811,0,0,,0,0,40.7375562,31,QUEENS,,0,0,0,0,0,0,0
0,EAST 35 STREET,117,0,1,10016,-73.9753944,9,0,EAST 35 STREET,0,5,40.7454414,15,MANHATTAN,,4,4,6,3,8,0,339
0,WEST 23 STREET,117,0,4,10011,-73.9984879,0,0,WEST 23 STREET,0,4,40.74529310000001,8,MANHATTAN,,9,14,16,3,15,0,50
0,CHURCH AVENUE,116,0,38,11203,-73.93038100000003,1,0,CHURCH AVENUE,0,24,40.6517331,63,BROOKLYN,,0,0,4,0,1,0,0
0,EAST 60 STREET,116,1,8,10022,-73.9661291,0,0,EAST 60 STREET,1,8,40.76217929999999,16,MANHATTAN,,9,14,15,2,2,0,0
0,WEST 37 STREET,116,0,3,10018,-73.99207740000001,1,0,WEST 37 STREET,0,4,40.7540925,8,MANHATTAN,,12,17,20,11,20,0,2378
0,WOODHAVEN BOULEVARD,116,1,48,11416,-73.8488335,1,1,WOODHAVEN BOULEVARD,0,6,40.6881494,55,QUEENS,,0,0,1,0,0,0,0
0,BARTOW AVENUE,116,0,11,10475,-73.8331589,1,0,BARTOW AVENUE,0,3,40.868320000000004,15,BRONX,,0,0,1,0,0,0,0
0,ATLANTIC AVENUE,115,1,29,11233,-73.9218247,3,1,ATLANTIC AVENUE,0,16,40.6769384,48,BROOKLYN,,0,0,1,0,1,0,0
0,WEST 145 STREET,115,0,33,10039,-73.9390768,2,0,POWELL BOULEVARD,0,5,40.8216382,40,MANHATTAN,,0,1,6,0,1,0,0
0,QUEENS BOULEVARD,115,0,13,11373,-73.8734167,0,0,QUEENS BOULEVARD,0,14,40.73437620000001,27,QUEENS,,1,2,2,0,2,0,1
0,BROOKLYN AVENUE,115,0,36,11216,-73.9441507,1,0,ATLANTIC AVENUE,0,4,40.6781564,41,BROOKLYN,,0,0,1,0,1,0,0
0,WEST 57 STREET,115,0,10,10019,-73.9885593,5,0,WEST 57 STREET,0,13,40.7691169,28,MANHATTAN,,4,12,20,2,2,0,583
0,WEST 39 STREET,115,0,5,10018,-73.9911785,2,0,WEST 39 STREET,0,4,40.7553303,11,MANHATTAN,,16,14,20,13,8,0,1872
0,EAST 125 STREET,114,1,10,10035,-73.9358171,2,0,EAST 125 STREET,1,5,40.8036997,17,MANHATTAN,,1,1,1,2,0,0,0
0,WEST 23 STREET,114,0,10,10011,-73.99564409999998,5,0,WEST 23 STREET,0,5,40.744099,20,MANHATTAN,,12,16,20,2,14,0,0
0,EAST 34 STREET,114,0,11,10016,-73.97350759999998,2,0,EAST 34 STREET,0,8,40.7437832,21,MANHATTAN,,2,1,4,0,3,0,54
0,AVENUE OF THE AMERICAS,113,0,4,10019,-73.979056,1,0,AVENUE OF THE AMERICAS,0,2,40.7617706,7,MANHATTAN,,4,7,13,2,1,1,50242
0,GOWANUS EXPRESSWAY,113,0,19,11231,-73.99921690000002,0,0,,0,0,40.672888,19,KINGS,,1,0,1,0,2,0,0
0,CENTRAL PARK SOUTH,113,0,3,10019,-73.9815125,3,0,CENTRAL PARK SOUTH,0,1,40.7678891,7,MANHATTAN,,3,4,5,3,3,0,70693
0,EAST 57 STREET,113,1,2,10022,-73.9723632,4,0,MADISON AVENUE,1,2,40.762288,8,MANHATTAN,,2,2,7,2,4,0,0
0,BATTERY PLACE,113,0,11,10004,-74.01668459999998,0,0,BATTERY PLACE,0,1,40.704798499999995,12,MANHATTAN,,1,0,1,0,2,0,40
0,PARK AVENUE SOUTH,113,2,16,10010,-73.986363,9,0,PARK AVENUE SOUTH,2,11,40.7401843,36,MANHATTAN,,4,10,12,7,20,0,54
0,PENNSYLVANIA AVENUE,113,0,23,11207,-73.88628979999999,1,0,PENNSYLVANIA AVENUE,0,9,40.6527684,33,BROOKLYN,,1,0,0,1,0,0,0
0,SOUTHERN BOULEVARD,113,0,13,10467,-73.8704197,2,0,SOUTHERN BOULEVARD,0,2,40.8653624,17,BRONX,,0,0,0,0,0,0,0
0,WEST FORDHAM ROAD,112,0,25,10468,-73.9049326,2,0,UNIVERSITY AVENUE,0,22,40.8627501,49,BRONX,,0,0,2,0,1,0,0
0,SOUTH CONDUIT BOULEVARD,112,0,32,11422,-73.7395512,0,0,SOUTH CONDUIT BOULEVARD,0,2,40.6652573,34,QUEENS,,0,0,0,0,0,0,0
0,EAST 30 STREET,112,0,4,10016,-73.9753418,0,0,EAST 30 STREET,0,10,40.7412749,14,MANHATTAN,,0,0,0,0,0,0,50
0,CONTINENTAL AVENUE,111,2,5,11375,-73.84397790000001,0,0,CONTINENTAL AVENUE,2,10,40.721453499999996,15,QUEENS,,2,1,1,1,5,0,398
0,BROOKLYN-QUEENS EXPRESSWAY,111,0,39,11104,-73.92395,0,0,,0,1,40.73368720000001,40,QUEENS,,0,0,0,0,0,0,0
0,OCEAN PARKWAY,111,1,20,11230,-73.9676868,6,1,OCEAN PARKWAY,0,2,40.609416700000004,28,BROOKLYN,,0,0,0,0,0,0,0
0,WEST HOUSTON STREET,111,0,2,10014,-74.00531459999998,3,0,WEST HOUSTON STREET,0,16,40.72860479999999,21,MANHATTAN,,7,9,15,3,3,0,1489
0,GRAND CENTRAL PARKWAY,109,0,28,11415,-73.830499,0,0,,0,0,40.7170219,28,QUEENS,,0,0,0,0,0,0,0
0,EASTCHESTER ROAD,109,0,24,10461,-73.84462099999998,0,0,EASTCHESTER ROAD,0,11,40.8463591,35,BRONX,,0,0,6,0,0,0,21
0,EAST 75TH STREET,109,0,38,10021,-73.9499947,0,0,,0,0,40.76761370000001,38,NEW,,0,0,0,0,1,0,0
0,WEST SIDE HIGHWAY,109,1,15,10019,-73.9945485,0,1,WEST SIDE HIGHWAY,0,1,40.7707422,16,MANHATTAN,,0,0,0,0,0,0,0
0,CENTRE STREET,109,2,7,10013,-73.9999567,3,0,CENTRE STREET,2,6,40.7180184,16,MANHATTAN,,3,16,20,1,13,11,181
0,WEST MOUNT EDEN AVENUE,109,0,18,10452,-73.9147428,0,0,WEST MOUNT EDEN AVENUE,0,4,40.8443435,22,BRONX,,1,2,4,0,3,0,0
0,EAST FORDHAM ROAD,108,0,18,10468,-73.9010787,1,0,WEST FORDHAM ROAD,0,24,40.8627551,43,BRONX,,2,1,3,1,1,0,1
0,BRUCKNER BOULEVARD,108,0,34,10455,-73.9030288,0,0,BRUCKNER BOULEVARD,0,4,40.809701399999994,38,BRONX,,0,0,1,0,0,0,0
0,FREDERICK DOUGLAS BOULEVARD,108,0,12,10027,-73.9511673,8,0,FREDERICK DOUGLAS BOULEVARD,0,7,40.810173799999994,27,MANHATTAN,,3,3,3,2,1,0,843
0,NORTHERN BOULEVARD,108,1,21,11354,-73.8281463,0,0,NORTHERN BOULEVARD,1,10,40.763941700000004,31,QUEENS,,3,2,5,3,4,0,0
0,EAST 42 STREET,108,0,3,10017,-73.97444329999998,2,0,EAST 42 STREET,0,9,40.750766,14,MANHATTAN,,3,5,8,1,9,0,1555
0,EAST 86 STREET,107,0,13,10028,-73.9517434,5,0,EAST 86 STREET,0,7,40.777874,25,MANHATTAN,,5,7,11,5,4,0,15
0,EAST 38 STREET,107,0,6,10016,-73.97404399999998,1,0,EAST 38 STREET,0,3,40.7472966,10,MANHATTAN,,7,6,13,1,1,0,0
0,PARKSIDE AVENUE,107,0,11,11226,-73.9618804,3,0,PARKSIDE AVENUE,0,16,40.6548824,30,BROOKLYN,,1,1,2,1,0,0,0
0,EAST GUN HILL ROAD,107,0,47,10465,-73.8700582,1,0,BRONX RIVER PARKWAY,0,2,40.8782895,50,BRONX,,0,0,0,0,0,0,0
0,WEST 43 STREET,107,0,2,10036,-73.9864571,1,0,WEST 43 STREET,0,7,40.756710399999996,10,MANHATTAN,,5,7,10,4,6,0,237
0,WEST 36 STREET,107,0,2,10018,-73.98969190000003,3,0,WEST 36 STREET,0,5,40.7522807,10,MANHATTAN,,7,11,16,3,5,10,83
0,SPRING STREET,106,0,9,10013,-74.0057798,0,0,VARICK STREET,0,3,40.7256734,12,MANHATTAN,,5,7,4,5,3,0,42
0,EAST 96 STREET,106,0,10,10128,-73.9470697,1,0,EAST 96 STREET,0,4,40.784237,15,MANHATTAN,,0,1,3,0,3,0,0
0,PROSPECT AVENUE,106,0,21,11215,-73.9927692,1,0,PROSPECT AVENUE,0,5,40.665508,27,BROOKLYN,,1,2,2,1,1,0,20
0,FDR DRIVE,106,0,18,10044,-73.9543321,0,0,,0,0,40.7626784,18,NEW,,0,0,0,0,0,0,0
0,WASHINGTON AVENUE,106,0,20,11238,-73.9644216,5,0,WASHINGTON AVENUE,0,10,40.6811205,35,BROOKLYN,,0,0,0,0,1,0,0
0,WEST 45 STREET,105,0,2,10036,-73.98839129999998,2,0,WEST 45 STREET,0,3,40.759164399999996,7,MANHATTAN,,16,15,18,8,14,0,352
0,EAST 58 STREET,105,0,0,10019,-73.97346359999997,3,0,EAST 58 STREET,0,2,40.7636578,5,MANHATTAN,,3,4,5,2,2,0,22215
0,WEST 47 STREET,105,0,4,10036,-73.99031490000002,5,0,WEST 46 STREET,0,3,40.761607399999995,12,MANHATTAN,,18,20,20,7,7,0,1593
0,CANAL STREET,105,0,4,10013,-73.99776340000003,2,0,CANAL STREET,0,12,40.7168135,18,MANHATTAN,,7,12,18,1,2,0,635
0,FORT GREENE PLACE,105,0,6,11217,-73.9759509,1,0,FORT GREENE PLACE,0,12,40.68351420000001,19,BROOKLYN,,2,4,3,2,2,0,0
0,EAST 36 STREET,105,0,0,10016,-73.9771875,0,0,EAST 36 STREET,0,5,40.74700900000001,5,MANHATTAN,,5,5,11,1,2,0,377
0,EAST 149 STREET,104,0,9,10451,-73.922758,1,0,EAST 149 STREET,0,15,40.8173878,25,BRONX,,1,1,9,0,1,0,2
0,WEST 31 STREET,104,1,3,10001,-73.9920058,3,0,WEST 31 STREET,1,4,40.7491025,10,MANHATTAN,,9,14,16,8,7,0,9657
0,BRUCKNER BOULEVARD,104,0,24,10459,-73.8931829,1,0,BRUCKNER BOULEVARD,0,0,40.817795200000006,25,BRONX,,0,0,0,0,0,0,0
0,ATLANTIC AVENUE,104,0,16,11201,-73.9977679,0,0,ATLANTIC AVENUE,0,4,40.69119379999999,20,BROOKLYN,,2,1,6,2,2,0,0
0,CORTELYOU ROAD,104,0,16,11218,-73.9731855,5,0,CORTELYOU ROAD,0,5,40.6385239,26,BROOKLYN,,0,0,0,0,0,0,0
0,FRANCIS LEWIS BOULEVARD,104,0,25,11422,-73.7356712,0,0,FRANCIS LEWIS BOULEVARD,0,9,40.6656136,34,QUEENS,,0,0,1,0,0,0,0
0,WEST 56 STREET,104,0,0,10019,-73.983365,2,0,WEST 56 STREET,0,4,40.7660449,6,MANHATTAN,,16,19,20,4,4,0,2969
0,WEST 34 STREET,104,0,8,10001,-74.00198520000002,2,0,WEST 34 STREET,0,10,40.7557807,20,MANHATTAN,,0,1,1,0,1,0,0
0,PENNSYLVANIA AVENUE,103,0,45,11207,-73.8958679,2,0,PENNSYLVANIA AVENUE,0,3,40.6718921,50,BROOKLYN,,0,0,0,0,0,0,15
0,UNION TURNPIKE,103,0,11,11367,-73.81712590000002,0,0,UNION TURNPIKE,0,4,40.7176783,15,QUEENS,,1,1,2,0,1,0,1433
0,EAST 233 STREET,103,0,28,10470,-73.8635575,0,0,EAST 233 STREET,0,4,40.8953759,32,BRONX,,0,0,0,0,0,0,0
0,EASTERN PARKWAY,103,0,14,11213,-73.94219709999999,1,0,KINGSTON AVENUE,0,14,40.6694023,29,BROOKLYN,,1,1,2,2,1,0,0
0,AVENUE OF THE AMERICAS,103,0,9,10019,-73.9762353,1,0,AVENUE OF THE AMERICAS,0,4,40.7656758,14,MANHATTAN,,4,4,5,2,1,0,8
0,BUSHWICK AVENUE,103,0,29,11206,-73.93697900000002,5,0,FLUSHING AVENUE,0,4,40.7019114,38,BROOKLYN,,1,2,5,1,2,0,0
0,EAST 20 STREET,103,0,10,10009,-73.9797897,2,0,EAST 20 STREET,0,4,40.7349628,16,MANHATTAN,,4,8,10,1,1,0,0
0,WEST 30 STREET,102,0,4,10001,-74.0009817,1,0,WEST 30 STREET,0,3,40.752058899999994,8,MANHATTAN,,0,0,1,0,0,0,0
0,ATLANTIC AVENUE,102,0,9,11217,-73.9807025,2,0,ATLANTIC AVENUE,0,2,40.6853239,13,BROOKLYN,,3,3,3,3,3,0,11
0,OCEAN PARKWAY,102,0,30,11218,-73.97273609999998,6,0,DITMAS AVENUE,0,7,40.6361331,43,BROOKLYN,,0,0,0,0,0,0,0
0,EAST GUN HILL ROAD,102,0,9,10467,-73.8784859,1,0,EAST GUN HILL ROAD,0,10,40.8810763,20,BRONX,,0,0,0,0,0,0,0
0,EAST 34 STREET,102,0,31,10016,-73.9813415,1,0,EAST 34 STREET,0,1,40.7470784,33,MANHATTAN,,2,4,7,3,10,0,0
0,AVENUE OF THE AMERICAS,102,0,8,10010,-73.9937353,5,0,AVENUE OF THE AMERICAS,0,11,40.7416232,24,MANHATTAN,,14,14,20,1,1,0,13377
0,BROOKLYN-QUEENS EXPRESSWAY,102,0,11,11201-2483,-73.9949795,0,0,,0,0,40.70073970000001,11,KINGS,,0,0,0,0,0,0,0
0,WEST FORDHAM ROAD,101,0,20,10468,-73.91181390000001,1,0,WEST FORDHAM ROAD,0,2,40.861731799999994,23,BRONX,,3,2,2,1,1,0,0
0,QUEENS BOULEVARD,101,0,13,11377,-73.8958512,4,0,QUEENS BOULEVARD,0,17,40.740272499999996,34,QUEENS,,0,0,1,0,1,0,0
0,KINGS HIGHWAY,101,0,53,11203,-73.9228481,1,0,CHURCH AVENUE,0,3,40.652463899999994,57,BROOKLYN,,0,0,2,0,1,0,2
0,WEST 36 STREET,101,0,4,10018,-73.99535470000002,2,0,WEST 36 STREET,0,3,40.754688200000004,9,MANHATTAN,,6,9,14,1,10,0,751
0,DELANCEY STREET,101,0,6,10002,-73.9890116,3,0,DELANCEY STREET,0,14,40.718794700000004,23,MANHATTAN,,13,13,11,10,9,0,209
0,UNION STREET,101,0,15,11215,-73.98304820000001,3,0,UNION STREET,0,8,40.67740560000001,26,BROOKLYN,,6,4,9,1,1,0,997
0,WEST 35 STREET,100,0,4,10001,-73.9901323,3,0,WEST 35 STREET,0,10,40.7516577,17,MANHATTAN,,9,10,16,2,2,0,0
0,WEST 57 STREET,100,0,12,10019,-73.98003670000001,2,0,WEST 57 STREET,0,8,40.7655201,22,MANHATTAN,,6,4,6,2,2,0,0
0,WEST 38 STREET,100,0,3,10018,-73.9916334,1,0,WEST 38 STREET,0,10,40.75470720000001,14,MANHATTAN,,13,12,17,7,10,0,19
0,WEST BROADWAY,100,0,8,10013,-74.0046358,1,0,WEST BROADWAY,0,3,40.7213532,12,MANHATTAN,,6,12,11,3,2,0,584
0,MULBERRY STREET,100,0,8,10013,-73.99858950000002,1,0,MULBERRY STREET,0,2,40.7170989,11,MANHATTAN,,5,14,19,1,17,0,546
0,NORTHERN BOULEVARD,100,0,9,11101,-73.93609649999998,3,0,NORTHERN BOULEVARD,0,1,40.7497328,13,QUEENS,,2,1,3,3,1,0,0
0,CROSS BAY BOULEVARD,100,0,31,11417,-73.8431812,1,0,CROSS BAY BOULEVARD,0,8,40.6721508,40,QUEENS,,0,1,2,0,2,0,0
0,CENTRAL PARK SOUTH,100,1,10,10019,-73.979076,4,0,CENTRAL PARK SOUTH,1,3,40.766875799999994,17,MANHATTAN,,0,0,0,1,1,0,6
0,CONEY ISLAND AVENUE,100,0,19,11223,-73.9623778,1,0,CONEY ISLAND AVENUE,0,4,40.6099861,24,BROOKLYN,,3,5,5,1,1,0,0
0,EAST 59 STREET,100,1,18,10022,-73.96979990000001,1,0,EAST 59 STREET,1,5,40.7629131,24,MANHATTAN,,2,0,2,0,7,0,0
0,WEST 145 STREET,100,0,28,10030,-73.9419157,3,0,FREDERICK DOUGLASS BOULEVARD,0,12,40.8228364,43,MANHATTAN,,1,1,9,2,1,0,4
0,WEST SIDE HIGHWAY,100,0,23,10019,-73.99434620000002,0,0,WEST SIDE HIGHWAY,0,0,40.7714641,23,MANHATTAN,,0,0,0,0,0,0,0
0,OCEAN PARKWAY,100,0,12,11218,-73.9736422,2,0,OCEAN PARKWAY,0,9,40.6409147,23,BROOKLYN,,0,0,0,0,0,0,0
0,CROPSEY AVENUE,100,0,5,11224,-73.9852115,2,0,NEPTUNE AVENUE,0,3,40.57893660000001,10,BROOKLYN,,0,1,2,0,0,0,0
0,SOUTHERN BOULEVARD,99,0,25,10460,-73.9251435,0,0,ALEXANDER AVENUE,0,1,40.8100528,26,BRONX,,0,0,2,1,0,0,422
0,PENNSYLVANIA AVENUE,99,0,16,11207,-73.8931046,2,0,PENNSYLVANIA AVENUE,0,6,40.661835499999995,24,BROOKLYN,,0,0,2,0,0,0,0
0,MEADOW ROAD,99,0,33,11434,-73.76993259999998,0,0,,0,0,40.6673505,33,QUEENS,,0,0,0,0,0,0,0
0,HARLEM RIVER DRIVE,99,0,13,10035,-73.93115440000003,0,0,,0,0,40.8040684,13,NEW,,0,0,0,0,0,0,0
0,LONG ISLAND EXPRESSWAY,99,0,26,11378,-73.9203819,0,0,,0,0,40.7329414,26,QUEENS,,0,0,0,0,0,0,0
0,NORTHERN BOULEVARD,99,0,4,11354,-73.8319573,1,0,NORTHERN BOULEVARD,0,6,40.762953700000004,11,QUEENS,,1,2,2,1,3,0,0
0,LINDEN BOULEVARD,99,0,37,11203,-73.92215759999998,0,0,LINDEN BOULEVARD,0,2,40.654316200000004,39,BROOKLYN,,0,0,0,0,0,0,0
0,VAN DAM STREET,99,0,17,11101,-73.93393780000002,0,0,VAN DAM STREET,0,4,40.7428752,21,QUEENS,,1,1,1,1,1,0,1
0,BROOKLYN-QUEENS EXPRESSWAY,99,0,21,11201,-73.99911,0,0,,0,0,40.6915381,21,KINGS,,0,0,0,0,0,0,0
0,EAST TREMONT AVENUE,99,0,14,10457,-73.9010217,3,0,EAST TREMONT AVENUE,0,11,40.8476674,28,BRONX,,2,1,4,0,0,0,0
0,COURTLANDT AVENUE,99,0,14,10451,-73.9195436,1,0,COURTLANDT AVENUE,0,11,40.816554,26,BRONX,,1,0,2,0,1,0,0
0,EAST 233 STREET,99,1,53,10470,-73.8800407,0,1,EAST 233 STREET,0,0,40.895221299999996,53,BRONX,,0,0,0,0,0,0,0
0,FLATBUSH AVENUE,98,0,14,11226,-73.95932990000001,2,0,FLATBUSH AVENUE,0,7,40.65292720000001,23,BROOKLYN,,5,3,7,2,2,0,189
0,WEST 36 STREET,98,0,6,10016,-73.9836217,4,0,WEST 36 STREET,0,8,40.7497247,18,MANHATTAN,,8,8,9,3,2,0,1
0,WEST 44 STREET,98,0,1,10036,-73.9916833,3,0,WEST 44 STREET,0,4,40.75973010000001,8,MANHATTAN,,20,20,20,9,11,0,962
0,FLATLANDS AVENUE,98,0,25,11234,-73.91860240000003,1,0,FLATLANDS AVENUE,0,18,40.6320672,44,BROOKLYN,1866 RALPH AVENUE(PARKING LOT),0,1,2,0,1,0,1
0,MC GUINNESS BOULEVARD,98,0,21,11222,-73.9514819,2,0,MC GUINNESS BOULEVARD,0,6,40.7304639,29,BROOKLYN,,0,1,1,2,0,0,5080
0,WEST 57 STREET,98,0,4,10019,-73.9914004,2,0,WEST 57 STREET,0,12,40.7703138,18,MANHATTAN,,2,4,3,3,1,0,14
0,WEST 23 STREET,97,0,8,10010,-73.9895745,7,0,WEST 23 STREET,0,7,40.7415488,22,MANHATTAN,,5,9,15,2,1,0,975
0,EAST GUN HILL ROAD,97,0,23,10467,-73.8812458,2,0,EAST GUN HILL ROAD,0,12,40.8827095,37,BRONX,,0,2,4,2,0,0,74
0,EAST 61 STREET,97,0,2,10065,-73.9588098,1,0,EAST 61 STREET,0,3,40.7599125,6,MANHATTAN,,0,0,0,0,1,0,0
0,EAST 39 STREET,97,0,2,10016,-73.973607,0,0,EAST 39 STREET,0,7,40.747925,9,MANHATTAN,,7,5,14,1,1,0,0
0,SCHENECTADY AVENUE,97,0,45,11213,-73.9338885,3,0,SCHENECTADY AVENUE,0,14,40.66895039999999,62,BROOKLYN,,0,1,2,0,0,0,0
0,ATLANTIC AVENUE,97,0,20,11238,-73.9552939,2,0,FRANKLIN AVENUE,0,6,40.6792042,28,BROOKLYN,,1,1,0,1,1,0,0
0,FORT HAMILTON PARKWAY,97,0,15,11219,-74.00922290000003,1,0,FORT HAMILTON PARKWAY,0,6,40.63063270000001,22,BROOKLYN,,1,2,3,2,0,0,0
0,WEST 39 STREET,97,0,7,10016,-73.982275,3,0,WEST 39 STREET,0,4,40.75157720000001,14,MANHATTAN,,2,3,6,1,15,0,402
0,NORTHERN BOULEVARD,96,0,30,11368,-73.85560840000002,0,0,NORTHERN BOULEVARD,0,0,40.758306,30,QUEENS,,0,0,0,0,0,0,0
0,NARROWS ROAD NORTH,96,0,23,10304,-74.09010740000002,0,0,NARROWS ROAD NORTH,0,0,40.6094024,23,STATEN ISLAND,,0,0,0,0,0,0,0
0,86 STREET TRANSVERSE,96,0,13,10024,-73.9693348,3,0,TRANSVERSE ROAD THREE,0,7,40.785293599999996,23,MANHATTAN,,0,2,2,0,5,0,0
0,WEST 44 STREET,96,0,2,10036,-73.9831689,0,0,AVENUE OF THE AMERICAS,0,8,40.7561391,10,MANHATTAN,,3,4,17,3,2,6,2716
0,NORTHERN BOULEVARD,96,0,14,11101,-73.9244179,0,0,NORTHERN BOULEVARD,0,1,40.75240460000001,15,QUEENS,,0,0,1,0,0,0,0
0,RIVERSIDE DRIVE,96,0,10,10024,-73.982638,2,0,RIVERSIDE DRIVE,0,1,40.78497520000001,13,MANHATTAN,,0,0,0,0,0,0,0
0,WEST 37 STREET,96,0,6,10018,-73.9864003,2,0,AVENUE OF THE AMERICAS,0,2,40.7517013,10,MANHATTAN,,8,8,19,4,2,0,260
0,EASTERN PARKWAY,96,0,19,11216,-73.95327059999998,2,0,EASTERN PARKWAY,0,5,40.6700084,26,BROOKLYN,,0,0,0,0,0,0,0
0,WEST 44 STREET,96,0,4,10036,-73.9945276,0,0,WEST 44 STREET,0,2,40.760927,6,MANHATTAN,,4,6,8,2,1,0,143
0,EAST HOUSTON STREET,96,0,10,10002,-73.9862873,6,0,EAST HOUSTON STREET,0,5,40.72224179999999,21,MANHATTAN,,11,12,8,4,6,0,3463
0,AVENUE OF THE AMERICAS,96,0,8,10036,-73.9827104,2,0,AVENUE OF THE AMERICAS,0,6,40.7567703,16,MANHATTAN,,6,6,20,1,1,0,2267
0,WEST 207 STREET,95,0,22,10034,-73.91706429999998,0,0,WEST 207 STREET,0,2,40.8636899,24,MANHATTAN,,1,1,2,0,1,0,0
0,79 STREET TRANSVERSE,95,0,5,10024,-73.97172309999998,3,0,CENTRAL PARK WEST,0,2,40.7820225,10,MANHATTAN,,0,0,0,1,1,0,0
0,AVENUE OF THE AMERICAS,95,0,10,10001,-73.9887144,6,0,AVENUE OF THE AMERICAS,0,10,40.748512100000006,26,MANHATTAN,,5,3,19,2,10,0,11651
0,NORTH CONDUIT BOULEVARD,95,0,11,11413,-73.757631,0,0,SPRINGFIELD BOULEVARD,0,3,40.6664524,14,QUEENS,(LOT)185-25 NORTH CONDUIT AVENUE,0,0,1,0,0,0,0
0,HOME LAWN STREET,95,0,10,11432,-73.7930392,1,0,HOMELAWN STREET,0,14,40.7107097,25,QUEENS,,0,2,5,1,1,0,32
0,EAST 23 STREET,95,0,12,10010,-73.9784973,6,0,EAST 23 STREET,0,12,40.7367906,30,MANHATTAN,,4,2,5,2,3,0,4
0,WEST 47 STREET,95,0,3,10036,-73.9874743,1,0,WEST 47 STREET,0,5,40.760405,9,MANHATTAN,,16,17,13,14,15,0,25
0,TILLARY STREET,95,0,5,11201,-73.9871041,5,0,TILLARY STREET,0,6,40.696131,16,BROOKLYN,,2,1,1,1,1,8,0
0,EAST HOUSTON STREET,95,0,11,10012,-73.9953279,2,0,EAST HOUSTON STREET,0,8,40.725083399999995,21,MANHATTAN,,4,5,6,2,4,0,201
0,VAN WYCK EXPRESSWAY,95,0,15,11435,-73.8108147,0,0,VAN WYCK EXPRESSWAY,0,0,40.6924673,15,QUEENS,,0,0,0,0,0,0,0
0,ROCKAWAY PARKWAY,95,1,39,11212,-73.9123297,1,0,LINDEN BOULEVARD,1,3,40.6541334,43,BROOKLYN,,0,0,1,0,0,0,0
0,BROOKLYN-QUEENS EXPRESSWAY,95,0,16,11201-2483,-73.9949394,0,0,,0,0,40.7008398,16,KINGS,,0,0,0,0,0,0,0
0,STEINWAY STREET,94,0,5,11103,-73.91499379999998,9,0,STEINWAY STREET,0,8,40.763892999999996,22,QUEENS,,6,7,11,2,2,3,0
0,QUEENS BOULEVARD,94,2,28,11377,-73.9075049,1,1,QUEENS BOULEVARD,1,1,40.7418634,30,QUEENS,,0,1,2,0,0,0,0
0,EAST 60 STREET,94,0,5,10065,-73.96933759999997,1,0,EAST 60 STREET,0,1,40.763546999999996,7,MANHATTAN,,1,2,3,4,8,0,1572
0,EAST 23 STREET,94,0,23,10010,-73.9751095,0,0,EAST 23 STREET,0,1,40.735390100000004,24,MANHATTAN,,0,3,3,2,1,0,0
0,OCEAN PARKWAY,94,0,26,11230,-73.97092070000002,1,0,OCEAN PARKWAY,0,6,40.6265698,33,BROOKLYN,,0,0,0,0,0,0,0
