OBJECTID,RecNum,FIRST_Year,FIRST_Boro,FIRST_CB,FIRST_Main,FIRST_From,FIRST_ToSt,FIRST_NumO,FIRST_NrSc,FIRST_Othe,FIRST_Inst,FIRST_Nu_1,FIRST_ReIn,FIRST_SchP,FIRST_Orde,FIRST_Or_1,FIRST_Or_2,FIRST_RecN,Shape_Leng,CRASHES 3,CRASHES -3,CRASHES 6,CRASHES -6,3 MONTH PERCENT DECREASE,6 MONTH PERCENT DECREASE,STREETS,LATLON,CRASHES TOTAL 3,CRASHES TOTAL 6,CRASHES TOTAL -3,CRASHES TOTAL -6,3 MONTH PERCENT DECREASE PLUS,6 MONTH PERCENT DECREASE PLUS
21,21,2014,2,11,WARING AVENUE,VANCE STREET,ELY AVENUE,1,0,1,04/02/2014,0,,N/S,B-326794,09/03/2013,04/09/2014,0,256.455336879,1.0,0.0,1.0,0.0,-1.0,-1.0,WARING AVENUE+ELY AVENUE,"(40.8732642, -73.83747679999999)",103140.0,99024.0,47779.0,51952.0,-1.0,-1.0
20,20,2014,2,11,MULINER AVENUE,PELHAM PARKWAY,LYDIG AVENUE,1,0,1,09/23/2013,0,,N/S,B-326787,09/03/2013,09/25/2013,0,871.6676705230002,0.0,2.0,1.0,3.0,1.0,0.6666666666666666,MULINER AVENUE+LYDIG AVENUE,"(40.8543818, -73.8610494)",99735.0,101856.0,49568.0,51936.0,1.0,0.6666666666666666
19,19,2014,2,11,VAN BUREN STREET,MORRIS PARK AV.,VAN NEST AVENUE,1,0,1,09/23/2013,0,,N/S,B-326786,09/03/2013,09/25/2013,0,630.1688954790001,0.0,0.0,0.0,0.0,0.0,0.0,VAN BUREN STREET+VAN NEST AVENUE,"(40.8448026, -73.8609559)",99735.0,101856.0,49568.0,51936.0,0.0,0.0
18,18,2014,2,8,TERRACE VIEW AVENUE,ADRIAN AVENUE,TEUNISSEN PLACE,2,2,0,09/06/2013,0,,JOHN F. KENNEDY HIGH SCHOOL,B-326479,08/27/2013,09/10/2013,0,394.937732831,0.0,0.0,0.0,4.0,0.0,1.0,TERRACE VIEW AVENUE+TEUNISSEN PLACE,"(40.87669, -73.912796)",100816.0,100955.0,50073.0,51386.0,0.0,1.0
17,17,2014,2,8,WEST 254th STREET,ARLINGTON AVENUE,RIVERCREST ROAD,1,0,1,09/17/2013,0,,N/S,B-326477 / 326478,08/27/2013,09/20/2013,0,465.735087274,0.0,0.0,0.0,0.0,0.0,0.0,WEST 254th STREET+RIVERCREST ROAD,"(40.9032715, -73.9090942)",100042.0,101268.0,49874.0,51549.0,0.0,0.0
16,16,2014,2,8,ALBANY CRESCENT,WEST 233rd STREET,WEST 231st STREET,2,0,2,09/26/2013,0,,N/S,B-326476,08/27/2013,10/04/2013,0,790.2105171019998,0.0,0.0,0.0,0.0,0.0,0.0,ALBANY CRESCENT+WEST 231st STREET,"(40.8813203, -73.9093128)",99527.0,102089.0,49557.0,51993.0,0.0,0.0
15,15,2014,2,8,INDEPENDENCE AVENUE,WEST 227th STREET,WEST 230th STREET,1,0,1,10/01/2013,0,,N/S,B-326473 / 326474,08/27/2013,10/03/2013,0,441.21515332300004,0.0,0.0,0.0,0.0,0.0,0.0,INDEPENDENCE AVENUE+WEST 230th STREET,"(40.8788454, -73.9087646)",99373.0,102375.0,49400.0,51196.0,0.0,0.0
14,14,2014,2,10,EDISON AVENUE,LAFAYETTE AVENUE,PHILIP AVENUE,2,0,2,09/03/2013,0,,N/S,B-325408 / 325409,08/02/2013,09/16/2013,0,820.362404898,1.0,1.0,4.0,2.0,0.0,-1.0,EDISON AVENUE+PHILIP AVENUE,"(40.828836, -73.82161099999999)",101124.0,101142.0,50393.0,51385.0,0.0,-1.0
13,13,2014,2,12,GRACE AVENUE,TILLOTSON AVENUE,BOSTON ROAD,1,0,1,09/13/2013,0,,N/S,B-325351 / 325352,08/01/2013,09/17/2013,0,875.407616185,2.0,3.0,5.0,4.0,0.3333333333333333,-0.25,GRACE AVENUE+BOSTON ROAD,"(40.8838633, -73.834346)",100071.0,101281.0,49984.0,51257.0,0.3333333333333333,-0.24999999999999983
12,12,2014,2,12,EAST 227th STREET,BARNES AVENUE,BRONXWOOD AV.,1,0,1,09/12/2013,0,,N/S,B-325356,08/01/2013,09/16/2013,0,861.648373992,0.0,0.0,0.0,0.0,0.0,0.0,EAST 227th STREET+BRONXWOOD AV.,"(40.8842089, -73.85569749999999)",100213.0,101012.0,49885.0,51303.0,0.0,0.0
11,11,2014,2,12,AMUNDSON AVENUE,EAST 233rd STREET,STRANG AVENUE,1,0,1,09/11/2013,0,,N/S,B-325354 / 325355,08/01/2013,09/16/2013,0,903.831686986,0.0,0.0,0.0,0.0,0.0,0.0,AMUNDSON AVENUE+STRANG AVENUE,"(40.89094, -73.83908939999999)",100395.0,100958.0,50003.0,51459.0,0.0,0.0
10,10,2014,2,12,EAST 236th STREET,KEPLER AVENUE,KATONAH AVENUE,2,0,2,09/11/2013,0,,N/S,B-325360,08/01/2013,09/16/2013,0,949.23012378,0.0,0.0,0.0,0.0,0.0,0.0,EAST 236th STREET+KATONAH AVENUE,"(40.8989498, -73.8674458)",100395.0,100958.0,50003.0,51459.0,0.0,0.0
9,9,2014,2,12,SEYMOUR AVENUE,GIVAN AVENUE,BOSTON ROAD,1,0,1,09/13/2013,0,,N/S,B-325357 / 325358,08/01/2013,09/17/2013,0,902.508904478,0.0,2.0,0.0,6.0,1.0,1.0,SEYMOUR AVENUE+BOSTON ROAD,"(40.8838633, -73.834346)",100071.0,101281.0,49984.0,51257.0,1.0,1.0
8,8,2014,2,12,OLINVILLE AVENUE,EAST 219th STREET,EAST 216th STREET,2,0,2,09/12/2013,0,,N/S,B-325350,08/01/2013,09/16/2013,0,885.8011409689999,0.0,0.0,0.0,0.0,0.0,0.0,OLINVILLE AVENUE+EAST 216th STREET,"(40.8805551, -73.8611145)",100213.0,101012.0,49885.0,51303.0,0.0,0.0
7,7,2014,2,10,HOBART AVENUE,ROBERTS AVENUE,BUHRE AVENUE,1,0,1,09/25/2013,0,,N/S,B-325263,07/31/2013,09/27/2013,0,690.548291364,0.0,0.0,1.0,1.0,0.0,0.0,HOBART AVENUE+BUHRE AVENUE,"(40.84729799999999, -73.8314788)",99498.0,102063.0,49626.0,51994.0,0.0,0.0
6,6,2014,2,10,GRISWOLD AVENUE,OUTLOOK AVENUE,RESEARCH AVENUE,1,1,0,09/19/2013,0,,YOU'RE ADORABLE PRE-SCHOOL,B-325261 / 325262,07/31/2013,09/23/2013,0,530.509216572,0.0,0.0,0.0,0.0,0.0,0.0,GRISWOLD AVENUE+RESEARCH AVENUE,"(40.8461805, -73.81927499999999)",99866.0,101373.0,49700.0,51785.0,0.0,0.0
5,5,2014,2,10,BOYNTON AVENUE,BRUCKNER BLVD.,WATSON AVENUE,2,0,2,09/10/2013,0,,N/S,B-325259,07/31/2013,09/16/2013,0,811.949437345,1.0,0.0,3.0,2.0,-1.0,-0.5,BOYNTON AVENUE+WATSON AVENUE,"(40.828049, -73.86357199999999)",100566.0,100936.0,49907.0,51395.0,-1.0,-0.5000000000000001
4,4,2014,2,10,KENNELWORTH PLACE,RANDOLPH PLACE,SPENCER DRIVE,1,0,1,09/19/2013,0,,N/S,B-325255 / 325256,07/31/2013,09/23/2013,0,296.19858234099996,0.0,0.0,0.0,0.0,0.0,0.0,KENNELWORTH PLACE+SPENCER DRIVE,"(40.843105, -73.822327)",99866.0,101373.0,49700.0,51785.0,0.0,0.0
3,3,2014,2,10,SCHURZ AVENUE,THROGS NECK BLVD.,KEARNEY AVENUE,1,1,0,09/18/2013,0,,THROGS NECK LITTLE LEAGUE FIELD,B-325250 / 325252,07/31/2013,09/20/2013,0,303.625014527,0.0,0.0,0.0,0.0,0.0,0.0,SCHURZ AVENUE+KEARNEY AVENUE,"(40.8391373, -73.82467749999999)",99883.0,101290.0,49819.0,51618.0,0.0,0.0
2,2,2014,2,10,HARRINGTON AVENUE,EAST TREMONT AV.,MAYFLOWER AV.,1,0,1,09/19/2013,0,,N/S,B-325244 / 325247,07/31/2013,09/23/2013,0,620.1249452999998,0.0,0.0,0.0,0.0,0.0,0.0,HARRINGTON AVENUE+MAYFLOWER AV.,"(40.8452805, -73.83451029999999)",99866.0,101373.0,49700.0,51785.0,0.0,0.0
1,1,2014,2,10,EAST 177th STREET,KEARNEY AVENUE,MEAGHER AVENUE,1,0,1,09/18/2013,0,,N/S,B-325242 / 325243,07/31/2013,09/23/2013,0,359.067393835,0.0,0.0,0.0,0.0,0.0,0.0,EAST 177th STREET+MEAGHER AVENUE,"(40.818287, -73.810976)",99883.0,101290.0,49819.0,51618.0,0.0,0.0
